ProblemName,Time_alns_e,Time_alns_g,Time_alns_u,Time_no-alns,PInt_alns_e,PInt_alns_g,PInt_alns_u,PInt_no-alns,Status_alns_e,Status_alns_g,Status_alns_u,Status_no-alns,LP_Iterations_dualLP_alns_e,LP_Iterations_dualLP_alns_g,LP_Iterations_dualLP_alns_u,LP_Iterations_dualLP_no-alns,TimeQ+10_alns_e,TimeQ+10_alns_g,TimeQ+10_alns_u,TimeQ+10_no-alns,PIntQ+1000_alns_e,PIntQ+1000_alns_g,PIntQ+1000_alns_u,PIntQ+1000_no-alns
opm2-z7-s2,429.68,489.18,727.46,486.97,7305.123540856031,7469.864785992218,4966.508754863813,8181.087548638132,ok,ok,ok,ok,87375.0,104357.0,172583.0,115600.0,0.8847214117552367,1.0044469485079581,1.4839125098094452,1.0,0.9045903872344583,0.9225339308793092,0.6498694978405744,1.0
pg5_34,1217.06,951.0,1834.07,1025.5,128.9901259006537,104.98389278835731,181.9423589769415,118.17688167166219,ok,ok,ok,ok,3133697.0,2375602.0,4361344.0,2774317.0,1.1849927571221632,0.9280540801545147,1.780849830999517,1.0,1.0096704237104472,0.9882013399672674,1.0570262883721497,1.0
pigeon-10,593.58,589.03,587.59,586.19,110.00000000000001,110.00000000000001,110.00000000000001,110.00000000000001,ok,ok,ok,ok,3791852.0,3791852.0,3791852.0,3791852.0,1.0123953773126018,1.0047635820795382,1.0023482446870964,1.0,1.0,1.0,1.0,1.0
pw-myciel4,3755.88,3744.34,3746.3,3740.91,2418.853923853924,2315.55167055167,2324.4405594405594,2324.4405594405594,ok,ok,ok,ok,15663648.0,15663648.0,15663648.0,15663648.0,1.0039910315096872,1.0009144447614047,1.0014369846250644,1.0,1.0283997751577343,0.9973262000839067,1.0,1.0
qiu,32.72,32.61,34.28,34.29,1274.5426681548033,1254.5426681548033,1399.4758811226652,1429.4758811226652,ok,ok,ok,ok,120839.0,120839.0,130509.0,130586.0,0.964551817566042,0.96206818694965,0.9997742153985099,1.0,0.9362277213074176,0.9279954930497087,0.9876516576134368,1.0
rail507,70.64,62.62,61.88,60.32,377.5174718639911,373.5058495879621,372.2622660528531,371.29277452742934,ok,ok,ok,ok,71760.0,71760.0,71760.0,71760.0,1.1467576791808876,1.0327076222980662,1.022184300341297,1.0,1.004539291282058,1.0016138603671236,1.0007069909091864,1.0
ran16x16,62.32,62.16,75.56,60.95,53.40331267047493,50.96893522164207,81.32433307678785,68.36693075369467,ok,ok,ok,ok,269769.0,269769.0,325209.0,248656.0,1.0193093727977447,1.0170542635658915,1.2059196617336152,1.0,0.9859939336828185,0.9837153369022954,1.0121282323049368,1.0
reblock67,234.96,234.94,235.16,234.3,1592.3426584844315,1569.653135228078,1583.2498986613796,1559.5256898649438,ok,ok,ok,ok,618224.0,618224.0,618224.0,618224.0,1.0027015963978714,1.00261972984036,1.003520261972984,1.0,1.0128215039018496,1.0039567664443596,1.009268986394775,1.0
rmatr100-p10,88.77,89.0,89.11,89.1,343.0371194192913,331.57673736852735,351.3743710783728,331.7825343436789,ok,ok,ok,ok,85859.0,85859.0,85859.0,85859.0,0.996670030272452,0.9989909182643795,1.0001009081735621,1.0,1.0084507678884367,0.9998454725378623,1.014710987889888,1.0
rmatr100-p5,94.4,85.65,85.03,84.64,366.6463298038997,387.00461908527217,375.8451987954171,385.18374960078313,ok,ok,ok,ok,80679.0,80679.0,80679.0,80679.0,1.1031276415891802,1.0106720202874049,1.004120879120879,1.0,0.9866173568653069,1.001314532808383,0.9932582584743307,1.0
rmine6,1129.11,1120.09,1122.28,1118.35,1130.0647613739802,1123.6376127795675,1120.7967674432812,1120.2543209428297,ok,ok,ok,ok,883020.0,883020.0,883020.0,883020.0,1.009536048211991,1.001542074710861,1.0034829618469447,1.0,1.0046270111723146,1.001595700951211,1.0002558402994837,1.0
rocII-4-11,206.59,217.21,208.26,211.36,5268.538726828246,5467.20667832904,5291.704913649502,5341.917232598613,ok,ok,ok,ok,154009.0,154009.0,154009.0,154009.0,0.9784513913986266,1.026427538850741,0.9859956631731116,1.0,0.9884296021094081,1.0197557680327989,0.9920824701572877,1.0
rococoC10-001000,442.92,397.26,410.75,442.41,1438.6413624523686,1178.5890031642912,1630.4149116085023,1432.3565368066995,ok,ok,ok,ok,2297206.0,1909346.0,2037468.0,2297206.0,1.0011272960367807,0.9002011449791117,0.9300192303441568,1.0,1.0025838422741757,0.8956700920270657,1.0814265391626436,1.0
roll3000,46.4,46.35,46.21,46.0,393.01933593673493,392.8665475486524,392.7137591605699,392.5609707724874,ok,ok,ok,ok,75436.0,75436.0,75436.0,75436.0,1.0071428571428571,1.00625,1.00375,1.0,1.0003291526718525,1.0002194351145683,1.0001097175572842,1.0
satellites1-25,620.04,614.83,604.32,609.31,58700.0,58200.0,57200.0,57700.0,ok,ok,ok,ok,328783.0,328783.0,328783.0,328783.0,1.0173257334775798,1.0089131452745799,0.9919426458477986,1.0,1.0170357751277683,1.008517887563884,0.9914821124361158,1.0
sp98ic,1433.91,1440.5,1440.34,1431.26,3188.745675600636,3187.602812690281,3186.2658167151467,3176.049810540598,ok,ok,ok,ok,2345441.0,2345441.0,2345441.0,2345441.0,1.0018386689424532,1.0064110569917988,1.0063000430179148,1.0,1.0030401613093771,1.0027664905050993,1.002446332452444,1.0
sp98ir,60.81,81.95,50.56,66.01,227.46180033911105,299.04539587914445,240.8288472262337,291.1581208839983,ok,ok,ok,ok,142724.0,209622.0,108202.0,162436.0,0.9315879489540849,1.2097092487830547,0.7967372714116563,1.0,0.9506672966582301,1.0061086824824723,0.9610200541330239,1.0
tanglegram1,385.3,387.69,389.53,386.41,895.0083825155335,905.1254981953529,899.5931735300796,894.4206462662954,ok,ok,ok,ok,201852.0,201852.0,201852.0,201852.0,0.9971998688226835,1.0032289800963647,1.0078706389848893,1.0,1.0003102459057318,1.0056507259621328,1.0027304005971316,1.0
tanglegram2,9.02,9.02,8.99,9.21,177.19783384339362,168.60511281107776,168.60511281107776,195.2756366805461,ok,ok,ok,ok,7829.0,7829.0,7829.0,7829.0,0.9901093180635085,0.9901093180635085,0.9885476314419573,1.0,0.9848756200809404,0.9776867167279204,0.9776867167279204,1.0
timtab1,89.4,95.48,100.07,100.58,578.0872494155506,608.5664417350584,859.2021370495752,859.5703785906887,ok,ok,ok,ok,759630.0,807699.0,815640.0,815640.0,0.8988967263519625,0.9538795442213782,0.9953879544221378,1.0,0.8486300209898667,0.8650204693807511,0.9998019749371397,1.0
triptim1,446.53,447.38,267.97,450.21,22037.151668556573,22042.577617994335,21025.603895261796,22053.42951686986,ok,ok,ok,ok,45008.0,45008.0,37911.0,45008.0,0.992003650507377,0.9938506334064884,0.6040068664305427,1.0,0.9992939077328441,0.999529271821896,0.9554155002900576,1.0
unitcal_7,275.14,274.15,273.88,274.02,4840.068213560329,4830.067930590706,4820.067959627112,4850.067866526108,ok,ok,ok,ok,88711.0,88711.0,88711.0,88711.0,1.0039433842687135,1.0004577142454756,0.9995070769664108,1.0,0.9982906774427358,0.9965812471937563,0.9948718702785219,1.0
vpphard,7200.0,7200.0,7200.0,7200.0,689844.5927162812,690144.4513129516,690004.2913380255,689639.6911563083,timelimit,timelimit,timelimit,timelimit,2319797.0,2262298.0,2313231.0,2342973.0,1.0,1.0,1.0,1.0,1.0002966837304554,1.0007308588879364,1.0005279166349486,1.0
zib54-UUE,2853.48,2644.3,2290.87,2309.53,1495.2143780843433,1459.5742371834403,1545.0675771374463,1501.7385631460731,ok,ok,ok,ok,6255881.0,6077801.0,5099840.0,5239801.0,1.2345087151276335,1.1443266523821636,0.9919552667997394,1.0,0.9973921395473374,0.983145990318985,1.0173195611362702,1.0
