ProblemName,Time_alns_e,Time_alns_g,Time_alns_u,Time_no-alns,PInt_alns_e,PInt_alns_g,PInt_alns_u,PInt_no-alns,Status_alns_e,Status_alns_g,Status_alns_u,Status_no-alns,LP_Iterations_dualLP_alns_e,LP_Iterations_dualLP_alns_g,LP_Iterations_dualLP_alns_u,LP_Iterations_dualLP_no-alns,TimeQ+10_alns_e,TimeQ+10_alns_g,TimeQ+10_alns_u,TimeQ+10_no-alns,PIntQ+1000_alns_e,PIntQ+1000_alns_g,PIntQ+1000_alns_u,PIntQ+1000_no-alns,groupTags_alns_e,groupTags_alns_g,groupTags_alns_u,groupTags_no-alns
neos-611135,7200.0,7200.0,7200.0,7200.0,33922.570541698056,16641.751298353323,51451.61567818524,25574.675154913704,timelimit,timelimit,timelimit,timelimit,5394826.0,4882134.0,4930423.0,4919000.0,1.0,1.0,1.0,1.0,1.3141297245637569,0.6638557647652499,1.9737443777741472,1.0,All;;;,All;;;,All;;;,All;;;
neos-611838,18.27,17.86,16.88,16.97,25.69667108477611,55.0829421727007,55.00689074938431,25.339858022381875,ok,ok,ok,ok,22782.0,21699.0,21692.0,22285.0,1.0482017055988135,1.0329996292176493,0.996662958843159,1.0,1.000347994920516,1.0290080249174023,1.0289338529999437,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-612125,10.6,10.6,10.35,10.39,23.390336642437514,53.228216374859,23.280794125160647,23.275005007068557,ok,ok,ok,ok,18879.0,18879.0,18879.0,18879.0,1.0102991662579697,1.0102991662579697,0.998038254046101,1.0,1.0001127083480048,1.0292719075724746,1.0000056574411218,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-612143,24.97,22.89,23.32,21.07,24.78017785470568,24.688756395855975,45.02773388561879,24.55298400165932,ok,ok,ok,ok,31303.0,31303.0,31303.0,31303.0,1.1255230125523012,1.0585774058577406,1.0724171226263277,1.0,1.0002217492473244,1.000132518665522,1.0199840810613718,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-612162,25.01,25.74,25.14,21.94,57.04552527903289,57.48591701876987,53.71641313092991,26.09780387126952,ok,ok,ok,ok,32452.0,31842.0,35178.0,33374.0,1.0961177207263622,1.1189730745147148,1.100187852222918,1.0,1.0301605960864586,1.0305897868888123,1.0269161566816152,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-619167,2547.38,1735.45,1724.3,1729.89,27457.354655461844,25573.33353550727,25220.23664186006,25294.573679324974,fail_objective_value,ok,ok,ok,8197324.0,5340460.0,5340460.0,5340460.0,1.4698515423388834,1.0031956043198134,0.9967871532108351,1.0,1.0822519886617303,1.0106014214028303,0.9971729133785743,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-631164,7200.0,7200.0,7200.0,7200.0,9186.159451647398,9184.262865835713,9183.983233556943,9186.486542612554,timelimit,timelimit,timelimit,timelimit,73711663.0,73858061.0,73861568.0,73749712.0,1.0,1.0,1.0,1.0,0.9999678897170493,0.9997817032626962,0.9997542519645867,1.0,All;;;,All;;;,All;;;,All;;;
neos-631517,7200.0,7200.0,7200.0,7200.0,2951.371189624524,2954.256421888158,2952.6284080730875,2953.7695398585056,timelimit,timelimit,timelimit,timelimit,80337809.0,80391427.0,80655765.0,80424424.0,1.0,1.0,1.0,1.0,0.9993934016108417,1.0001231437555336,0.9997113813099336,1.0,All;;;,All;;;,All;;;,All;;;
neos-631694,7200.0,7200.0,7200.0,7200.0,2100.0,2160.0,2160.0,2150.0,timelimit,timelimit,timelimit,timelimit,15716198.0,15749170.0,15680533.0,15711221.0,1.0,1.0,1.0,1.0,0.9841269841269841,1.0031746031746032,1.0031746031746032,1.0,All;;;,All;;;,All;;;,All;;;
neos-631709,7200.0,7200.0,7200.0,7200.0,4431.366185216653,4908.442237690287,4880.657258226323,4931.650996229407,timelimit,timelimit,timelimit,timelimit,5961086.0,6537880.0,6554575.0,6454313.0,1.0,1.0,1.0,1.0,0.9156584210145251,0.9960873020759526,0.9914031122135306,1.0,All;;;,All;;;,All;;;,All;;;
neos-631710,7200.0,7200.0,7200.0,7200.0,50634.16937253181,50493.83512505485,50730.03444493199,50562.8675954366,timelimit,timelimit,timelimit,timelimit,790505.0,775077.0,760803.0,776399.0,1.0,1.0,1.0,1.0,1.0013828124854236,0.9986611979976875,1.003242000635166,1.0,All;;;,All;;;,All;;;,All;;;
neos-631784,7200.0,7200.0,7200.0,7200.0,1479.47209653092,1489.8642533936652,1489.6681749622926,1509.2760180995474,timelimit,timelimit,timelimit,timelimit,23357084.0,23326382.0,23430433.0,23363050.0,1.0,1.0,1.0,1.0,0.9881225017281279,0.9922639978360834,0.9921858564000842,1.0,All;;;,All;;;,All;;;,All;;;
neos-632335,0.73,0.96,1.0,0.99,36.98508818137974,58.731360073157354,66.98508805852589,66.98508805852589,ok,ok,ok,ok,3533.0,3533.0,3533.0,3533.0,0.9763421292083713,0.997270245677889,1.0009099181073704,1.0,0.9718833934860948,0.9922644392337413,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-633273,0.53,0.76,0.87,0.54,27.056278027671212,50.02753411926346,60.02753411926346,27.985023251269126,ok,ok,ok,ok,2740.0,2740.0,2740.0,2740.0,0.9990512333965844,1.0208728652751424,1.0313092979127134,1.0,0.9990965381765383,1.021442443585685,1.0311702117669495,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-655508,2.11,2.24,1.96,1.98,210.00000003173847,220.00000012695384,200.0,200.0,ok,ok,ok,ok,0.0,0.0,0.0,0.0,1.0108514190317195,1.021702838063439,0.998330550918197,1.0,1.008333333359782,1.0166666667724615,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-662469,6550.9,7200.0,7027.97,6507.45,12132.20985967433,12770.862451383917,12431.718233651362,11604.995464830512,ok,timelimit,ok,ok,11853016.0,13782954.0,12325135.0,11853016.0,1.006666717811414,1.1062608842415362,1.0798655916040782,1.0,1.041825829792229,1.0924924558526274,1.065586915213695,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-686190,142.84,141.97,142.39,141.31,1769.8881543678544,1727.9798386217062,1764.369268139555,1723.3645242844993,ok,ok,ok,ok,143304.0,143304.0,143304.0,143304.0,1.0101116912299253,1.004361906020752,1.0071376643975942,1.0,1.0170831446427753,1.001694710456882,1.0150566490418056,1.0,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010
neos-691058,7200.0,7200.0,7200.0,7200.0,187.91946308724835,187.91946308724835,190.60402684563758,188.9261744966443,timelimit,timelimit,timelimit,timelimit,51367044.0,51204264.0,49956580.0,50392181.0,1.0,1.0,1.0,1.0,0.9991532599491957,0.9991532599491957,1.0014112334180074,1.0,All;;;,All;;;,All;;;,All;;;
neos-691073,7200.0,7200.0,7200.0,7200.0,147.31543624161074,147.31543624161074,147.31543624161074,147.31543624161074,timelimit,timelimit,timelimit,timelimit,46858695.0,46959532.0,46976834.0,46968477.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,All;;;,All;;;,All;;;,All;;;
neos-693347,1404.38,1375.97,1382.8,1372.79,30563.478066677482,28997.569761328923,28957.176947239444,28499.675965512724,ok,ok,ok,ok,3419001.0,3419001.0,3419001.0,3419001.0,1.0228451174798778,1.0022996984357713,1.007238987843418,1.0,1.0699601617176233,1.016877941181397,1.0155086782058749,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-702280,7200.0,7200.0,7200.0,7200.0,28586.435295500443,28238.759656789938,29693.977582356525,27804.946840907392,timelimit,timelimit,timelimit,timelimit,4478145.0,4536263.0,4345654.0,4569618.0,1.0,1.0,1.0,1.0,1.0271303557305378,1.0150603581488464,1.0655800808063434,1.0,All;;;,All;;;,All;;;,All;;;
neos-709469,0.62,0.59,0.61,0.96,60.0,60.0,60.0,100.0,ok,ok,ok,ok,1055.0,1055.0,1055.0,1055.0,0.9689781021897809,0.9662408759124087,0.9680656934306568,1.0,0.9636363636363636,0.9636363636363636,0.9636363636363636,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-717614,37.6,5.77,5.24,933.09,121.7227584133713,122.22255547919829,121.48676234702694,124.61371950424078,ok,ok,ok,ok,25171.0,3272.0,3333.0,716305.0,0.05047238333563075,0.01672162784039699,0.016159645420903625,1.0,0.9974293741568937,0.9978737908105045,0.997219527822769,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-738098,7200.0,7200.0,7200.0,7200.0,720001.0,720000.0,720000.0,720001.0,timelimit,timelimit,timelimit,timelimit,7204583.0,7192581.0,7198045.0,7212828.0,1.0,1.0,1.0,1.0,1.0,0.9999986130393717,0.9999986130393717,1.0,All;;;,All;;;,All;;;,All;;;
neos-775946,10.94,11.13,11.04,10.99,538.4491641105711,566.9591086309799,557.1231972597425,539.7751309613999,ok,ok,ok,ok,6074.0,6074.0,6074.0,6074.0,0.9976179132920436,1.0066698427822773,1.002382086707956,1.0,0.9991388568212547,1.0176545114432436,1.011266623255248,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-777800,25.06,21.97,22.57,18.08,2510.0,2200.0,2260.0,1810.0000000000002,ok,ok,ok,ok,6925.0,6925.0,6925.0,6925.0,1.2485754985754987,1.1385327635327636,1.159900284900285,1.0,1.2491103202846976,1.1387900355871887,1.1601423487544484,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-780889,47.98,48.28,47.43,47.72,4800.0,4830.0,4740.0,4770.0,ok,ok,ok,ok,16531.0,16531.0,16531.0,16531.0,1.0045045045045045,1.0097020097020097,0.994975744975745,1.0,1.0051993067590987,1.0103986135181975,0.9948006932409013,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-785899,2.95,3.09,3.17,3.23,242.88105413105413,253.16951566951565,263.1695156695157,272.88105413105416,ok,ok,ok,ok,2196.0,2196.0,2196.0,2196.0,0.9788359788359787,0.9894179894179894,0.9954648526077097,1.0,0.9764314191788487,0.9845142337553334,0.9923704273623838,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-785912,10.12,9.72,9.76,10.12,1011.9999999999999,972.0000000000001,976.0,1011.9999999999999,ok,ok,ok,ok,30079.0,30079.0,30079.0,30079.0,1.0,0.9801192842942347,0.9821073558648111,1.0,1.0,0.9801192842942346,0.9821073558648111,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-785914,0.58,1.0,0.92,0.59,60.0,100.0,90.0,60.0,ok,ok,ok,ok,419.0,419.0,419.0,419.0,0.9990557129367328,1.0387157695939566,1.0311614730878187,1.0,1.0,1.0377358490566038,1.028301886792453,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-787933,2.15,2.13,2.14,2.11,188.43427693658109,188.43427693658109,188.43427693658109,188.43427693658109,ok,ok,ok,ok,214.0,214.0,214.0,214.0,1.0033030553261768,1.0016515276630884,1.0024772914946327,1.0,1.0,1.0,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-791021,46.06,46.29,46.14,45.57,3571.176470588235,3582.3529411764707,3581.176470588235,3521.176470588235,ok,ok,ok,ok,56730.0,56730.0,56730.0,56730.0,1.0088177073960771,1.0129566312758682,1.0102573330933957,1.0,1.0110590684361176,1.0135310954983086,1.0132708821233412,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-796608,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,ok,ok,ok,ok,295.0,295.0,295.0,295.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-799838,18.0,18.15,21.04,23.73,663.4057463209531,673.4057463209531,684.0832131839869,720.1051156271899,ok,ok,ok,ok,17147.0,17147.0,17299.0,17740.0,0.830121553513193,0.8345686332641564,0.9202490364660538,1.0,0.967037264879267,0.9728508630769294,0.9790583132879828,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-801834,22.61,22.38,22.52,22.17,76.50046580167586,74.22731332272357,77.98125844336394,75.70810596441164,ok,ok,ok,ok,15840.0,15840.0,15840.0,15840.0,1.0136773391358407,1.0065278209511965,1.0108797015853277,1.0,1.0007365937217267,0.9986234252270875,1.0021131684946394,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-803219,70.73,72.92,72.19,71.44,62.58416422124575,105.10957631790559,116.94765108088811,103.23354680596171,ok,ok,ok,ok,94523.0,97182.0,97182.0,97182.0,0.9912819253438114,1.018172888015717,1.0092092337917484,1.0,0.9631543269306827,1.0017004826560751,1.0124308260156076,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-803220,133.56,132.3,131.23,144.5,133.0967048539895,122.05741486456785,130.73380418737054,125.78383407119867,ok,ok,ok,ok,190399.0,190399.0,190399.0,217728.0,0.9291909385113268,0.9210355987055017,0.9141100323624595,1.0,1.006495803689368,0.9966899336321476,1.0043969099274335,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-806323,37.73,38.2,37.49,37.32,676.6580530861196,638.7005786104312,637.6601425594114,632.1636560931522,ok,ok,ok,ok,51062.0,51062.0,51062.0,51062.0,1.0086644125105664,1.018596787827557,1.003592561284869,1.0,1.0272609899300613,1.0040050656028736,1.0033676074367541,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-807454,1.64,1.66,1.64,1.96,164.0,166.0,164.0,196.0,ok,ok,ok,ok,3253.0,3253.0,3253.0,3253.0,0.9732441471571907,0.9749163879598661,0.9732441471571907,1.0,0.9732441471571907,0.9749163879598662,0.9732441471571907,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-807456,7200.0,7200.0,7200.0,7200.0,720000.0,720000.0,720000.0,720000.0,timelimit,timelimit,timelimit,timelimit,53889827.0,54064192.0,53846858.0,53899472.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,All;;;,All;;;,All;;;,All;;;
neos-807639,28.6,28.53,28.61,28.59,60.77674538455692,38.966677667551,28.96667766755099,37.99649874110964,ok,ok,ok,ok,40401.0,40401.0,40401.0,40401.0,1.0002591344908007,0.9984451930551956,1.0005182689816015,1.0,1.0219463617373232,1.0009346649315465,0.9913007210674505,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-807705,41.71,41.94,42.58,42.25,355.10916377839715,393.79418543020836,384.9403369638734,364.3512731301533,ok,ok,ok,ok,64102.0,64102.0,64102.0,64102.0,0.9896650717703349,0.994066985645933,1.0063157894736843,1.0,0.993226004524075,1.0215801552576016,1.0150907352374758,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-808072,18.85,18.83,18.85,18.77,1408.0068376068377,1407.2376068376068,1407.979487179487,1407.2376068376068,ok,ok,ok,ok,33628.0,33628.0,33628.0,33628.0,1.002780674313521,1.0020855057351408,1.002780674313521,1.0,1.0003195491658345,1.0,1.000308187417716,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-808214,9.89,8.28,9.77,8.32,990.0,830.0000000000001,980.0000000000001,830.0000000000001,ok,ok,ok,ok,9498.0,9498.0,9498.0,9498.0,1.085698689956332,0.9978165938864629,1.0791484716157205,1.0,1.0874316939890711,1.0,1.0819672131147542,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-810286,20.17,20.14,20.11,20.07,2020.0,2010.0000000000002,2010.0000000000002,2010.0000000000002,ok,ok,ok,ok,14954.0,14954.0,14954.0,14954.0,1.0033255736614566,1.0023279015630195,1.0013302294645827,1.0,1.0033222591362125,1.0,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-810326,36.88,36.62,37.58,36.64,1241.8283834332328,1257.2321871197441,1247.566812384515,1236.115417549236,ok,ok,ok,ok,95690.0,95690.0,95690.0,95690.0,1.0051457975986278,0.9995711835334476,1.0201543739279588,1.0,1.0025548618104239,1.009443506093103,1.0051211108091325,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-820146,7200.0,7200.0,7200.0,7200.0,720000.0,720000.0,720000.0,720000.0,timelimit,timelimit,timelimit,timelimit,106876707.0,108602833.0,108861831.0,108362205.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,All;;;,All;;;,All;;;,All;;;
neos-820157,7200.0,7200.0,7200.0,7200.0,720000.0,720000.0,720000.0,720000.0,timelimit,timelimit,timelimit,timelimit,100138298.0,100370753.0,100629152.0,100877163.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,All;;;,All;;;,All;;;,All;;;
neos-820879,53.71,51.29,53.52,52.75,1208.7844848682034,1151.013904164731,1188.7903068938062,1175.927906773931,ok,ok,ok,ok,9028.0,9028.0,9028.0,9028.0,1.0152988047808764,0.9767330677290836,1.0122709163346615,1.0,1.015100030654502,0.9885501709263255,1.0059112253121223,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-824661,22.3,22.27,22.11,22.34,1078.1024159663864,1079.749474789916,1067.530987394958,1084.3159138655462,ok,ok,ok,ok,34810.0,34810.0,34810.0,34810.0,0.9987631416202842,0.9978354978354976,0.9928880643166357,1.0,0.9970189269976659,0.9978091425367656,0.9919470333844647,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-824695,6.89,6.92,6.94,6.93,332.0424904307008,333.8660198424655,340.7144294151398,334.1595804485261,ok,ok,ok,ok,15650.0,15650.0,15650.0,15650.0,0.997637330183107,0.9994093325457768,1.0005906674542233,1.0,0.9984131658245008,0.9997799658973614,1.004913092153796,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-825075,1.43,1.65,1.75,1.72,126.61764705882352,146.61764705882354,159.9264705882353,149.9264705882353,ok,ok,ok,ok,1182.0,1182.0,1182.0,1182.0,0.9752559726962456,0.9940273037542662,1.0025597269624573,1.0,0.9797301617750495,0.9971225781699595,1.008696208197455,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-826224,7.44,7.54,7.3,7.19,382.33799813407967,392.2573637211782,362.33933093429295,374.97578223612516,ok,ok,ok,ok,5758.0,5758.0,5758.0,5758.0,1.014543339150669,1.0203606748109364,1.0063990692262943,1.0,1.005354433142074,1.012568644268736,0.9908096917305106,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-826250,2.47,2.78,2.51,2.83,138.30107526881721,168.30107526881721,142.30107526881721,186.66666666666666,ok,ok,ok,ok,6025.0,6025.0,6025.0,6025.0,0.9719407638347624,0.9961028838659391,0.9750584567420109,1.0,0.9592424791591155,0.98452337803552,0.9626132656759695,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-826650,1742.04,1738.25,1737.98,1738.62,19725.21505376344,19615.43010752688,19615.43010752688,19524.80510752688,ok,ok,ok,ok,7800984.0,7800984.0,7800984.0,7800984.0,1.001955828024385,0.9997884045704614,0.999633997094852,1.0,1.009764280108222,1.0044153890633907,1.0044153890633907,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-826694,4.72,4.78,4.78,4.77,247.4418604651163,247.61135199054002,247.61135199054002,247.61135199054002,ok,ok,ok,ok,9739.0,9739.0,9739.0,9739.0,0.996614759647935,1.000677048070413,1.000677048070413,1.0,0.999864147175999,1.0,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-826812,2.48,2.21,2.46,2.55,143.2434824831495,113.24348248314949,116.97420097181138,156.4658211782136,ok,ok,ok,ok,6826.0,6826.0,6826.0,6826.0,0.9944223107569721,0.9729083665338646,0.9928286852589642,1.0,0.988566597946152,0.96262549406689,0.9658514592621786,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-826841,7200.0,7200.0,7200.0,7200.0,50.02702646801311,50.02661279758434,50.02688857787019,50.02647490744142,timelimit,timelimit,timelimit,timelimit,38210705.0,38293970.0,38210457.0,38010393.0,1.0,1.0,1.0,1.0,1.000000525282538,1.0000001313206346,1.0000003939619035,1.0,All;;;,All;;;,All;;;,All;;;
neos-827015,456.58,482.39,479.98,469.68,13786.070159525716,12738.209695144758,12739.21975794509,12641.312900877761,ok,ok,ok,ok,173580.0,209927.0,209927.0,209927.0,0.9726901267511674,1.0264968312208138,1.0214726484322882,1.0,1.0839184077783521,1.0071031868392053,1.0071772312371068,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-827175,2.84,3.06,3.05,2.77,215.74411255120322,235.74411255120322,235.74411255120322,206.56470005851799,ok,ok,ok,ok,5773.0,5773.0,5773.0,5773.0,1.005481597494127,1.0227094753328114,1.0219263899765074,1.0,1.0076078908095356,1.0241838771607275,1.0241838771607275,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-829552,111.18,161.85,110.8,111.04,6920.7650983011135,7681.367076375043,6935.710845387843,6918.402234395681,ok,ok,ok,ok,64390.0,97896.0,64390.0,64390.0,1.0011566424322538,1.41977858559154,0.9980171844018505,1.0,1.0002984016011676,1.0963533828409502,1.002185871654382,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-830439,0.5,0.5,0.5,0.5,20.0,30.0,30.0,10.0,ok,ok,ok,ok,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.00990099009901,1.0198019801980198,1.0198019801980198,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-831188,175.62,174.21,175.09,173.62,2710.3768219149306,2690.055190656888,2740.2558503243913,2689.6540339203966,ok,ok,ok,ok,495606.0,495606.0,495606.0,495606.0,1.0108920596884872,1.0032131576081038,1.008005663871038,1.0,1.005616458292301,1.0001087247565228,1.0137145152197993,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-839838,1600.75,1598.17,1594.42,1601.0,620.4619796331464,623.8249722078122,620.722397946232,628.1361999155813,ok,ok,ok,ok,1349824.0,1349824.0,1349824.0,1349824.0,0.999844816883923,0.9982433271260087,0.9959155803848542,1.0,0.9952864998132018,0.9973520472623896,0.9954464485405252,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-839859,46.62,46.8,45.59,49.81,219.17348251704573,170.37391385099662,219.38035183931757,222.2451468848284,ok,ok,ok,ok,70271.0,71657.0,69518.0,76574.0,0.9466644373850526,0.9496739675639524,0.9294432369169036,1.0,0.9974868672004044,0.9575606962596352,0.9976561207440157,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-839894,7200.0,7200.0,7200.0,7200.0,72120.30198516883,72202.89239648305,45062.84074744613,72120.38787628239,timelimit,timelimit,timelimit,timelimit,2168501.0,2185442.0,3503532.0,2181089.0,1.0,1.0,1.0,1.0,0.9999988253465818,1.0011283381092049,0.6299589223375448,1.0,All;;;,All;;;,All;;;,All;;;
neos-841664,7200.0,7200.0,7200.0,7200.0,1178.306082662962,948.1592717189277,1208.3705794771843,1247.9723031380497,timelimit,timelimit,timelimit,timelimit,29844418.0,31258020.0,27647270.0,33705390.0,1.0,1.0,1.0,1.0,0.9690093065747127,0.8666295705687302,0.9823833578351548,1.0,All;;;,All;;;,All;;;,All;;;
neos-847051,7200.0,7200.0,7200.0,7200.0,49.97615150095304,52.000149249622,52.05577059518458,43.914551739340645,timelimit,timelimit,timelimit,timelimit,14836791.0,16417495.0,15913161.0,16036394.0,1.0,1.0,1.0,1.0,1.0058066052930412,1.007745459143959,1.0077987406558127,1.0,All;;;,All;;;,All;;;,All;;;
neos-847302,7200.0,7200.0,7200.0,7200.0,1680.5714285714287,1646.2857142857142,1648.2857142857144,1660.2857142857142,timelimit,timelimit,timelimit,timelimit,96464581.0,97873201.0,97696547.0,97777793.0,1.0,1.0,1.0,1.0,1.007625389324455,0.9947374073676297,0.9954892063151113,1.0,All;;;,All;;;,All;;;,All;;;
neos-848150,0.57,0.58,0.58,0.56,60.0,60.0,60.0,60.0,ok,ok,ok,ok,1141.0,1141.0,1141.0,1141.0,1.0009469696969697,1.0018939393939394,1.0018939393939394,1.0,1.0,1.0,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-848198,7200.0,7200.0,7200.0,7200.0,17583.681980080393,17833.062236423535,17969.330363809248,21044.42068273897,timelimit,timelimit,timelimit,timelimit,8812002.0,6914813.0,5933617.0,7870361.0,1.0,1.0,1.0,1.0,0.8430106759227121,0.8543233005515103,0.8605048250899352,1.0,All;;;,All;;;,All;;;,All;;;
neos-848589,7200.0,7200.0,7200.0,7200.0,85110.83565135628,74276.03969993784,74440.3258776532,84882.78592926385,timelimit,timelimit,timelimit,timelimit,97932.0,127476.0,125895.0,102427.0,1.0,1.0,1.0,1.0,1.0026553600890435,0.8764974131362937,0.8784103247394486,1.0,All;;;,All;;;,All;;;,All;;;
neos-848845,366.88,366.8,363.95,363.4,36700.0,36700.0,36400.0,36300.0,ok,ok,ok,ok,3543266.0,3543266.0,3543266.0,3543266.0,1.0093197643277987,1.0091055168719871,1.0014729512587037,1.0,1.0107238605898123,1.0107238605898123,1.002680965147453,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-849702,90.08,89.51,89.84,89.37,9010.0,8950.0,8980.0,8940.0,ok,ok,ok,ok,571634.0,571634.0,571634.0,571634.0,1.007145013585589,1.0014088759182853,1.0047297977256717,1.0,1.0070422535211268,1.0010060362173039,1.0040241448692153,1.0,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010,All;;Equal;MIPLIB2010
neos-850681,4.52,7.09,2.97,4.56,139.3452617677167,166.9206033417842,113.571605510591,143.23552375486446,ok,ok,ok,ok,3276.0,5750.0,3107.0,3276.0,0.9972527472527473,1.1737637362637363,0.8907967032967035,1.0,0.9965971473888683,1.0207175853923154,0.9740526622660879,1.0,All;Diff;;,All;Diff;;,All;Diff;;,All;Diff;;
neos-856059,4377.45,4408.45,4398.41,4394.22,1906.8227010659155,1920.4690052806677,1916.5366375374506,1913.0579362427964,ok,ok,ok,ok,4522295.0,4522295.0,4522295.0,4522295.0,0.996192288305307,1.0032309920939462,1.0009513602862707,1.0,0.9978595567567315,1.0025440856996584,1.0011941751145332,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-859770,157.58,157.06,158.35,158.2,15758.000000000002,15706.0,15835.0,15819.999999999998,ok,ok,ok,ok,4300.0,4300.0,4300.0,4300.0,0.9963139120095126,0.9932223543400714,1.0008917954815697,1.0,0.9963139120095125,0.9932223543400713,1.0008917954815695,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-860244,5.91,5.9,5.77,5.8,220.0,220.0,210.0,210.0,ok,ok,ok,ok,1577.0,1577.0,1577.0,1577.0,1.0069620253164557,1.0063291139240507,0.9981012658227847,1.0,1.0082644628099173,1.0082644628099173,1.0,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
neos-860300,20.08,20.07,20.15,20.01,887.3945763791623,891.5533395336381,890.0173005091461,884.7718522491784,ok,ok,ok,ok,7652.0,7652.0,7652.0,7652.0,1.0023325558147282,1.0019993335554815,1.0046651116294567,1.0,1.001391534008137,1.0035980414692458,1.0027830680162737,1.0,All;;Equal;,All;;Equal;,All;;Equal;,All;;Equal;
