Settings,alns_e,alns_g,alns_u,no-alns,alns_e,alns_g,alns_u,no-alns,alns_e,alns_g,alns_u,no-alns,alns_e,alns_g,alns_u,no-alns,alns_e,alns_g,alns_u,no-alns,alns_e,alns_g,alns_u,no-alns,alns_e,alns_g,alns_u,no-alns,alns_e,alns_g,alns_u,no-alns
,Time,Time,Time,Time,Nodes,Nodes,Nodes,Nodes,PInt,PInt,PInt,PInt,Status,Status,Status,Status,LP_Iterations_dualLP,LP_Iterations_dualLP,LP_Iterations_dualLP,LP_Iterations_dualLP,NodesQ,NodesQ,NodesQ,NodesQ,TimeQ+10,TimeQ+10,TimeQ+10,TimeQ+10,PIntQ+1000,PIntQ+1000,PIntQ+1000,PIntQ+1000
neos-1096528,4563.17,4542.42,4342.62,4536.72,7982.0,7982.0,7711.0,7982.0,57648.31277338931,57427.84388179868,56763.49933840076,57610.79881683126,ok,ok,ok,ok,121816.0,121816.0,118468.0,121816.0,1.0,1.0,0.9660486093710849,1.0,1.005817380441285,1.0012536509835661,0.9573098849280359,1.0,1.0006400519582628,0.9968784773672111,0.9855436285542114,1.0
neos-1126860,1803.39,1833.49,1780.95,1792.07,4878.0,4878.0,4878.0,4636.0,1977.34375,1973.75,1959.4591346153848,4494.456845238095,ok,ok,ok,ok,2530362.0,2530362.0,2530362.0,2504892.0,1.0522001725625538,1.0522001725625538,1.0522001725625538,1.0,1.0062816649741686,1.022984678730571,0.9938293185059405,1.0,0.5418813604078786,0.5412272921166489,0.538626331587311,1.0
neos-1171737,1879.32,7200.0,6810.44,3074.84,86066.0,395538.0,406623.0,123769.0,2389.7494564102562,10037.76408205128,10238.362328205134,6054.123056410256,ok,timelimit,ok,ok,6700281.0,30295691.0,28558578.0,13622067.0,0.6953760634730829,3.1957760020683694,3.2853380087097737,1.0,0.6124531580244031,2.3372362910231974,2.2109542148053056,1.0,0.4805344944088985,1.5647251960002302,1.5931622170940944,1.0
neos-1223462,259.2,258.79,258.53,256.5,651.0,651.0,651.0,651.0,25900.0,25900.0,25900.0,25600.0,ok,ok,ok,ok,526392.0,526392.0,526392.0,526392.0,1.0,1.0,1.0,1.0,1.0101313320825516,1.00859287054409,1.0076172607879923,1.0,1.0112781954887218,1.0112781954887218,1.0112781954887218,1.0
neos-1324574,2747.82,2717.11,2715.41,2755.47,34140.0,34140.0,34140.0,34140.0,20.0,20.0,20.0,20.0,ok,ok,ok,ok,10248526.0,10248526.0,10248526.0,10248526.0,1.0,1.0,1.0,1.0,0.9972337432696794,0.9861289401078299,0.9855142163899807,1.0,1.0,1.0,1.0,1.0
neos-1439395,1900.14,1905.35,1903.11,1898.2,2054382.0,2054382.0,2054382.0,2054382.0,30.68763101848299,20.463982404706407,16.563758005486466,16.563667247721416,ok,ok,ok,ok,21841015.0,21841015.0,21841015.0,21841015.0,1.0,1.0,1.0,1.0,1.0010166649198198,1.0037469866890263,1.0025731055444922,1.0,1.0138938309776515,1.0038367642703037,1.0000000892789778,1.0
neos-1451294,1423.78,1441.44,1427.15,1424.11,21950.0,21950.0,21950.0,21950.0,48283.04930080314,48943.28912112702,48511.188956923404,48283.57311032695,ok,ok,ok,ok,8820600.0,8820600.0,8820600.0,8820600.0,1.0,1.0,1.0,1.0,0.999769892128219,1.012084149751414,1.002119781606711,1.0,0.9999893715189311,1.0133861237967308,1.0046184931860949,1.0
neos-1456979,2838.74,2869.52,2844.56,2835.66,143727.0,143727.0,143727.0,143727.0,7720.150036964301,7876.184793345015,7705.065255592386,7657.505727362174,ok,ok,ok,ok,4166572.0,4166572.0,4166572.0,4166572.0,1.0,1.0,1.0,1.0,1.0010823499645074,1.0118988213630582,1.003127569702635,1.0,1.007235838077951,1.0252588993723333,1.0054934446164903,1.0
neos-1597104,594.32,595.37,595.94,594.64,7.0,7.0,7.0,7.0,49694.0,49782.66666666667,49856.66666666667,49755.33333333334,ok,ok,ok,ok,1381.0,1381.0,1381.0,1381.0,1.0,1.0,1.0,1.0,0.9994707594601747,1.0012073299814765,1.0021500396930405,1.0,0.9987915884045024,1.000538531254515,1.0019965061143,1.0
neos-1601936,1103.94,1113.6,1103.54,1092.03,2668.0,2668.0,2668.0,2668.0,107279.28542551042,108239.23590054578,107296.58884172226,106136.2947240752,ok,ok,ok,ok,2295494.0,2295494.0,2295494.0,2295494.0,1.0,1.0,1.0,1.0,1.010807328294148,1.0195729698828524,1.010444361768736,1.0,1.010668566655016,1.0196286532205228,1.0108300750985961,1.0
